file_name,original_path,predicted_status,predicted_kind,category_folder,processing_time,is_consistent,repeat_results,raw_responses
1_57.bpl,LLM_Phase_Exp/4-nested-terminate/1_57.bpl,NONTERM,RECUR,NONTERM,2.56,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] RECUR', '[NONTERM] MONO', '[NONTERM] MONO']"
1_132.bpl,LLM_Phase_Exp/4-nested-terminate/1_132.bpl,TERM,Single,TERM,2.77,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
3_2.bpl,LLM_Phase_Exp/4-nested-terminate/3_2.bpl,NONTERM,OTHER,NONTERM,2.66,False,"[('NONTERM', 'OTHER'), ('NONTERM', 'OTHER'), ('NONTERM', 'MONO')]","['[NONTERM] OTHER', '[NONTERM] OTHER', '[NONTERM] MONO']"
1_153.bpl,LLM_Phase_Exp/4-nested-terminate/1_153.bpl,TERM,Single,TERM,2.16,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_165.bpl,LLM_Phase_Exp/4-nested-terminate/1_165.bpl,NONTERM,RECUR,NONTERM,5.9,False,"[('NONTERM', 'RECUR'), ('TERM', 'Single'), ('NONTERM', 'RECUR')]","['[NONTERM] RECUR', '[TERM] Single\n\nThe loop can be shown to terminate using a single ranking function. Consider the function f(x0, x1) = x0. In each iteration of the loop, x0 is updated to x0 - x1, which ensures that f(x0, x1) strictly decreases by at least x1 (a positive value as long as the loop condition x1 >= 1.0 holds) in every iteration. Since x0 is initially at least 1.0 and x1 is at least 1.0, the loop will eventually cause x0 to drop below 1.0, at which point the loop condition fails and the loop terminates. Thus, the loop is terminating using a single ranking function.', '[NONTERM] RECUR']"
1_160.bpl,LLM_Phase_Exp/4-nested-terminate/1_160.bpl,TERM,Single,TERM,2.33,False,"[('TERM', 'Single'), ('TERM', 'Other'), ('NONTERM', 'OTHER')]","['[TERM] Single', '[TERM] Other', '[NONTERM] OTHER']"
1_58.bpl,LLM_Phase_Exp/4-nested-terminate/1_58.bpl,NONTERM,OTHER,NONTERM,3.96,False,"[('NONTERM', 'OTHER'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]","[""[NONTERM] OTHER\n\nThe loop in the program is non-terminating because the assumptions are contradictory. The variable `x` is set to `0` and then it assumes `x > 0`, which is never true, so the loop can never progress to a termination condition. This situation doesn't fall under recurrence relation or monotonic growth; it's more of a logical inconsistency or contradiction, hence categorized as OTHER."", '[NONTERM] OTHER', '[NONTERM] RECUR']"
2_66.bpl,LLM_Phase_Exp/4-nested-terminate/2_66.bpl,NONTERM,RECUR,NONTERM,2.63,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[TERM] Single']"
1_29.bpl,LLM_Phase_Exp/4-nested-terminate/1_29.bpl,NONTERM,RECUR,NONTERM,2.96,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('TERM', 'Nested')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[TERM] Nested']"
1_127.bpl,LLM_Phase_Exp/4-nested-terminate/1_127.bpl,NONTERM,RECUR,NONTERM,2.83,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('TERM', 'Other')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[TERMINATING] Other']"
1_161.bpl,LLM_Phase_Exp/4-nested-terminate/1_161.bpl,TERM,Single,TERM,2.56,False,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]","['[TERM] Single', '[NONTERM] RECUR', '[TERM] Single']"
2_51.bpl,LLM_Phase_Exp/4-nested-terminate/2_51.bpl,NONTERM,RECUR,NONTERM,2.58,False,"[('NONTERM', 'RECUR'), ('TERM', 'Single'), ('TERM', 'Single')]","['[NONTERM] RECUR', '[TERM] Single', '[TERM] Single']"
2_ChenFlurMukhopadhyay-SAS2012-Ex2.08.bpl,LLM_Phase_Exp/4-multi-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex2.08.bpl,NONTERM,OTHER,NONTERM,2.65,False,"[('NONTERM', 'OTHER'), ('NONTERM', 'RECUR'), ('NONTERM', 'MONO')]","['[NONTERM] OTHER', '[NONTERM] RECUR', '[NONTERM] MONO']"
1_LeikeHeizmann-TACAS2014-Ex9.bpl,LLM_Phase_Exp/4-multi-terminate/1_LeikeHeizmann-TACAS2014-Ex9.bpl,TERM,Single,TERM,2.16,False,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Nested')]","['[TERM] Single', '[TERM] Single', '[TERM] Nested']"
1_ChenFlurMukhopadhyay-SAS2012-Ex2.10.bpl,LLM_Phase_Exp/4-multi-terminate/1_ChenFlurMukhopadhyay-SAS2012-Ex2.10.bpl,NONTERM,RECUR,NONTERM,4.29,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'MONO'), ('TERM', 'Single')]","['[NONTERM] RECUR', '[NONTERM] MONO', '[TERM] Single\n\nThe program is terminating and has a single ranking function. If we consider the function f(x, y) = x (assuming x is initially positive), every iteration decreases x by at least 1 because y is negative; hence, x + y < x. Since y decreases by 1 every time the loop runs, the value of x + y decreases steadily, thus ensuring termination.']"
1_PastaA8_false-no-overflow_true-termination.bpl,LLM_Phase_Exp/4-multi-terminate/1_PastaA8_false-no-overflow_true-termination.bpl,NONTERM,MONO,NONTERM,2.45,True,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] MONO']"
1_LeikeHeizmann-TACAS2014-Ex1.bpl,LLM_Phase_Exp/4-multi-terminate/1_LeikeHeizmann-TACAS2014-Ex1.bpl,TERM,Single,TERM,2.91,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_Copenhagen.bpl,LLM_Phase_Exp/4-multi-terminate/1_Copenhagen.bpl,TERM,Single,TERM,2.19,False,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]","['[TERM] Single', '[NONTERM] RECUR', '[TERM] Single']"
3_ChenFlurMukhopadhyay-SAS2012-Ex3.03.bpl,LLM_Phase_Exp/4-multi-terminate/3_ChenFlurMukhopadhyay-SAS2012-Ex3.03.bpl,NONTERM,MONO,NONTERM,2.63,False,"[('NONTERM', 'MONO'), ('TERM', 'Nested'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[TERM] Nested', '[NONTERM] MONO']"
1_PodelskiRybalchenko-TACAS2011-Fig1.bpl,LLM_Phase_Exp/4-multi-terminate/1_PodelskiRybalchenko-TACAS2011-Fig1.bpl,TERM,Single,TERM,2.55,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_ChenFlurMukhopadhyay-SAS2012-Ex2.07.bpl,LLM_Phase_Exp/4-multi-terminate/1_ChenFlurMukhopadhyay-SAS2012-Ex2.07.bpl,NONTERM,MONO,NONTERM,2.45,False,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'OTHER')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] OTHER']"
2_ColonSipma-TACAS2001-Fig1.bpl,LLM_Phase_Exp/4-multi-terminate/2_ColonSipma-TACAS2001-Fig1.bpl,TERM,Single,TERM,2.21,False,"[('TERM', 'Single'), ('TERM', 'Other'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Other', '[TERM] Single']"
1_PastaC7.bpl,LLM_Phase_Exp/4-multi-terminate/1_PastaC7.bpl,TERM,Single,TERM,2.29,False,"[('TERM', 'Single'), ('TERM', 'Single'), ('NONTERM', 'RECUR')]","['[TERM] Single', '[TERM] Single', '[NONTERM] RECUR']"
2_2Nested-2.bpl,LLM_Phase_Exp/4-multi-terminate/2_2Nested-2.bpl,NONTERM,MONO,NONTERM,2.54,True,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] MONO']"
1_PastaA7.bpl,LLM_Phase_Exp/4-multi-terminate/1_PastaA7.bpl,NONTERM,MONO,NONTERM,2.51,True,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] MONO']"
1_a.09_assume.bpl,LLM_Phase_Exp/4-multi-terminate/1_a.09_assume.bpl,TERM,Single,TERM,3.69,False,"[('TERM', 'Single'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[TERM] Single', '[NONTERM] MONO', '[NONTERM] MONO']"
2_ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,LLM_Phase_Exp/4-multi-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,NONTERM,MONO,NONTERM,2.87,False,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'OTHER')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] OTHER']"
1_PastaB7.bpl,LLM_Phase_Exp/4-multi-terminate/1_PastaB7.bpl,TERM,Single,TERM,2.27,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
2_157.bpl,LLM_Phase_Exp/4-multi-terminate/2_157.bpl,NONTERM,RECUR,NONTERM,2.58,False,"[('NONTERM', 'RECUR'), ('TERM', 'Single'), ('TERM', 'Single')]","['[NONTERM] RECUR', '[TERMINATING] Single', '[TERM] Single']"
1_b.04.bpl,LLM_Phase_Exp/4-multi-terminate/1_b.04.bpl,NONTERM,RECUR,NONTERM,2.45,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'OTHER')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[NONTERM] OTHER']"
2_ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,LLM_Phase_Exp/4-multi-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,NONTERM,OTHER,NONTERM,2.56,False,"[('NONTERM', 'OTHER'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]","['[NONTERM] OTHER', '[NONTERM] RECUR', '[NONTERM] RECUR']"
2_ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,LLM_Phase_Exp/4-multi-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,NONTERM,RECUR,NONTERM,2.46,True,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[NONTERM] RECUR']"
2_LeikeHeizmann-TACAS2014-Fig1.bpl,LLM_Phase_Exp/4-multi-terminate/2_LeikeHeizmann-TACAS2014-Fig1.bpl,TERM,Single,TERM,2.87,False,"[('TERM', 'Single'), ('NONTERM', 'MONO'), ('TERM', 'Single')]","['[TERM] Single', '[NONTERM] MONO', '[TERM] Single']"
1_PastaB6.bpl,LLM_Phase_Exp/4-multi-terminate/1_PastaB6.bpl,TERM,Single,TERM,2.76,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
2_AliasDarteFeautrierGonnord-SAS2010-terminate.bpl,LLM_Phase_Exp/4-multi-terminate/2_AliasDarteFeautrierGonnord-SAS2010-terminate.bpl,TERM,Single,TERM,2.49,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_Waldkirch.bpl,LLM_Phase_Exp/4-multi-terminate/1_Waldkirch.bpl,TERM,Single,TERM,2.2,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_PastaA6_false-no-overflow_true-termination.bpl,LLM_Phase_Exp/4-multi-terminate/1_PastaA6_false-no-overflow_true-termination.bpl,NONTERM,MONO,NONTERM,2.29,True,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] MONO']"
1_PastaA4.bpl,LLM_Phase_Exp/4-multi-terminate/1_PastaA4.bpl,TERM,Single,TERM,2.19,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
4_4NestedWith3Variables-2.bpl,LLM_Phase_Exp/4-multi-terminate/4_4NestedWith3Variables-2.bpl,TERM,Single,TERM,2.27,False,"[('TERM', 'Single'), ('TERM', 'Single'), ('NONTERM', 'RECUR')]","['[TERM] Single', '[TERMINATING] Single', '[NONTERM] RECUR']"
1_WhileDecr.bpl,LLM_Phase_Exp/4-multi-terminate/1_WhileDecr.bpl,TERM,Single,TERM,2.97,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
