file_name,original_path,predicted_status,predicted_kind,category_folder,processing_time,is_consistent,repeat_results,raw_responses
1_167.bpl,LLM_Phase_Exp/4-nested-terminate/1_167.bpl,NONTERM,RECUR,NONTERM,2.57,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]","['[NONTERM] RECUR', '[NONTERM] OTHER', '[NONTERM] RECUR']"
2_126.bpl,LLM_Phase_Exp/4-nested-terminate/2_126.bpl,TERM,Nested,TERM,20.79,True,"[('TERM', 'Nested'), ('TERM', 'Nested'), ('TERM', 'Nested')]","['[TERM] Nested\n\nThe loop in the given program can be shown to terminate with a nested ranking function. The key is to observe that the value of `y` decreases rapidly (and becomes negative), causing `x` to be reduced significantly towards a negative value, ensuring termination. As the loop progresses, `y` alternates between positive and negative values with increasing magnitude, while `x` decreases overall, following a pattern that can be captured with a nested ranking function.', ""The loop's behavior is influenced by two variables \\(x\\) and \\(y\\). In each iteration of the loop:\n\n1. \\(x\\) is updated by adding to it the current value of \\(y\\).\n2. \\(y\\) is updated by multiplying it by \\(-2\\) and subtracting 1.\n\nWe need to determine whether there exists a ranking function to prove the termination of this loop. Moreover, the examples show oscillating behaviors and significant changes in the variables with each iteration. A key insight is that although the sequence does not have a linear ranking function, it does have a nested ranking function due to the changes that \\(x\\) and \\(y\\) undergo, which become significantly negative and help the loop break for \\(x < 0\\).\n\nOn further analysis, the above program has a nested ranking function that guarantees the termination of the loop. \\(x\\) will eventually become negative due to the exponential-like decrease in the value of \\(y\\), which is subtracted each time from \\(x\\). Thus, the rank based on both \\(x\\) and \\(y\\) values, which decreases significantly in certain iterations, serves as a nested ranking function.\n\nThus, the program is terminating with nested ranking function:\n\n```\n[TERM] Nested\n```"", ""The given loop does not have a simple linear ranking function that can straightforwardly demonstrate termination, due to the complex behavior involved in the update of variables `x` and `y`. However, it can still be shown to terminate by employing a particular form of a ranking function.\n\nAnalyzing the loop:\n\n1. The `y` variable is updated with `y := -2*y - 1`, which makes its absolute value increase over time. Specifically, the value of `y` continues to move further away from zero.\n2. The `x` variable is updated with `x := x + y`. This update is dependent on `y`, which changes its behavior dynamically.\n\nThe variable `y` grows in such a way that its value decreases by a multiplicative factor greater than 1 in each iteration, which means that it will eventually become large enough (in the absolute sense) to make `x + y` negative, causing the loop to terminate when `x < 0`.\n\nTaking into consideration the nature of the update rules, we can use a nested ranking function for analyzing termination, where `x` has a ranking relationship driven by how `y`'s growth forces the progress of `x` to eventually break out of the loop condition.\n\nTherefore, the termination can be shown using a nested ranking function.\n\n[TERM] Nested""]"
1_PastaC7.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaC7.bpl,TERM,Single,TERM,2.65,False,"[('TERM', 'Single'), ('TERM', 'Single'), ('NONTERM', 'RECUR')]","['[TERM] Single', '[TERM] Single', '[NONTERM] RECUR']"
2_2Nested-2.bpl,LLM_Phase_Exp/4-nested-terminate/2_2Nested-2.bpl,NONTERM,RECUR,NONTERM,2.77,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] RECUR', '[NONTERM] MONO', '[NONTERM] MONO']"
1_a.09_assume.bpl,LLM_Phase_Exp/4-nested-terminate/1_a.09_assume.bpl,NONTERM,MONO,NONTERM,2.87,False,"[('NONTERM', 'MONO'), ('TERM', 'Single'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[TERM] Single', '[NONTERM] MONO']"
2_ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,LLM_Phase_Exp/4-nested-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,NONTERM,RECUR,NONTERM,2.76,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'MONO')]","['[NONTERM] RECUR', '[NONTERM] OTHER', '[NONTERM] MONO']"
1_61.bpl,LLM_Phase_Exp/4-nested-terminate/1_61.bpl,TERM,Single,TERM,11.2,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single\n\nThe loop in the procedure `MenloPark` is terminating because it has a linear ranking function. The ranking function can be constructed as `f(x, y) = x`. Each iteration decreases `x` by `y`, which is ensured to be positive due to the assignment `y := - y + 7` and the condition `y < 7`. The decrease is consistent since `x` is starting at a non-negative value and gets decremented by a positive number (`y`). Thus, the loop eventually terminates when `x` becomes negative, satisfying the requirement for a linear ranking function with a supporting invariant.', '[TERM] Single\n\nThe program terminates with a single ranking function. The linear ranking function `f(x) = x` can prove termination, where the loop condition `y < 7 && x >= 0` is satisfied, and with each iteration, `x` is decremented by a positive value (since `y > 0` after the assignment `y := - y + 7`). This implies that `x` will eventually become negative, causing the loop condition to fail and the loop to terminate.', '[TERM] Single\n\nThe program consists of a loop that continues as long as \\( y < 7 \\) and \\( x \\geq 0 \\). Within the loop, \\( y \\) is updated as \\( y := -y + 7 \\) and \\( x \\) as \\( x := x - y \\). This allows the derivation of a linear ranking function, specifically the variable \\( x \\) itself, which decreases with every iteration. Thus, the loop is terminating with a single ranking function.']"
2_73.bpl,LLM_Phase_Exp/4-nested-terminate/2_73.bpl,NONTERM,OTHER,NONTERM,2.41,False,"[('NONTERM', 'OTHER'), ('NONTERM', 'OTHER'), ('TERM', 'Single')]","['[NONTERM] OTHER', '[NONTERM] OTHER', '[TERM] Single']"
1_158.bpl,LLM_Phase_Exp/4-nested-terminate/1_158.bpl,TERM,Single,TERM,2.39,False,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]","['[TERM] Single', '[NONTERM] RECUR', '[NONTERM] RECUR']"
1_162.bpl,LLM_Phase_Exp/4-nested-terminate/1_162.bpl,TERM,Single,TERM,7.33,False,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]","['[TERM] Single\n\nThe given loop has a structure that suggests it can be terminated using a single ranking function. The condition `5.0*x0*x0 + 4.0*x2*x2 <= 40.0*x1 && x1 + x2 <= -1.0` indicates that the variables are constrained in a way that strongly influences their growth and relationships. The update `x2 := x2 - x2*x2 - 1.0/(x2*x2)` suggests a decrease in x2 over iterations, especially since it includes terms that induce a decrement (like `-x2*x2` and `-1.0/(x2*x2)`). This behavior can be captured by a single, appropriately defined ranking function that decreases consistently with every iteration, ensuring termination.', '[NONTERM] RECUR', '[TERM] Single']"
1_133.bpl,LLM_Phase_Exp/4-nested-terminate/1_133.bpl,TERM,Single,TERM,2.66,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
4_154.bpl,LLM_Phase_Exp/4-nested-terminate/4_154.bpl,TERM,Single,TERM,2.34,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_149.bpl,LLM_Phase_Exp/4-nested-terminate/1_149.bpl,TERM,Single,TERM,2.23,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_b.04.bpl,LLM_Phase_Exp/4-nested-terminate/1_b.04.bpl,NONTERM,RECUR,NONTERM,2.89,True,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[NONTERM] RECUR']"
2_67.bpl,LLM_Phase_Exp/4-nested-terminate/2_67.bpl,TERM,Multi,TERM,2.56,True,"[('TERM', 'Multi'), ('TERM', 'Multi'), ('TERM', 'Multi')]","['[TERM] Multi', '[TERM] Multi', '[TERM] Multi']"
1_159.bpl,LLM_Phase_Exp/4-nested-terminate/1_159.bpl,NONTERM,RECUR,NONTERM,2.85,False,"[('NONTERM', 'RECUR'), ('TERM', 'Single'), ('TERM', 'Single')]","['[NONTERM] RECUR', '[TERM] Single', '[TERM] Single']"
3_15.bpl,LLM_Phase_Exp/4-nested-terminate/3_15.bpl,TERM,Nested,TERM,2.94,True,"[('TERM', 'Nested'), ('TERM', 'Nested'), ('TERM', 'Nested')]","['[TERM] Nested', '[TERM] Nested', '[TERM] Nested']"
2_ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,LLM_Phase_Exp/4-nested-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,NONTERM,RECUR,NONTERM,3.74,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]","['[NONTERM] RECUR', '[NONTERM] OTHER', '[NONTERM] RECUR']"
1_115.bpl,LLM_Phase_Exp/4-nested-terminate/1_115.bpl,NONTERM,RECUR,NONTERM,2.41,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'OTHER')]","['[NONTERM] RECUR', '[NONTERM] OTHER', '[NONTERM] OTHER']"
3_68.bpl,LLM_Phase_Exp/4-nested-terminate/3_68.bpl,TERM,Nested,TERM,2.37,True,"[('TERM', 'Nested'), ('TERM', 'Nested'), ('TERM', 'Nested')]","['[TERM] Nested', '[TERM] Nested', '[TERM] Nested']"
1_150.bpl,LLM_Phase_Exp/4-nested-terminate/1_150.bpl,NONTERM,RECUR,NONTERM,2.95,False,"[('NONTERM', 'RECUR'), ('TERM', 'Nested'), ('TERM', 'Nested')]","['[NONTERM] RECUR', '[TERM] Nested', '[TERM] Nested']"
1_164.bpl,LLM_Phase_Exp/4-nested-terminate/1_164.bpl,NONTERM,MONO,NONTERM,3.06,False,"[('NONTERM', 'MONO'), ('NONTERM', 'RECUR'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[NONTERM] RECUR', '[NONTERM] MONO']"
2_ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,LLM_Phase_Exp/4-nested-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,NONTERM,RECUR,NONTERM,4.04,False,"[('NONTERM', 'RECUR'), ('TERM', 'Single'), ('NONTERM', 'RECUR')]","['[NONTERM] RECUR', '[TERM] Single', '[NONTERM] RECUR']"
2_LeikeHeizmann-TACAS2014-Fig1.bpl,LLM_Phase_Exp/4-nested-terminate/2_LeikeHeizmann-TACAS2014-Fig1.bpl,TERM,Single,TERM,2.34,False,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]","['[TERM] Single', '[NONTERM] RECUR', '[TERM] Single']"
1_83.bpl,LLM_Phase_Exp/4-nested-terminate/1_83.bpl,NONTERM,RECUR,NONTERM,2.73,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]","['[NONTERM] RECUR', '[NONTERM] OTHER', '[NONTERM] RECUR']"
1_PastaB6.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaB6.bpl,NONTERM,OTHER,NONTERM,3.78,False,"[('NONTERM', 'OTHER'), ('NONTERM', 'MONO'), ('TERM', 'Single')]","['[NONTERM] OTHER', '[NONTERM] MONO', '[TERM] Single']"
1_30.bpl,LLM_Phase_Exp/4-nested-terminate/1_30.bpl,NONTERM,MONO,NONTERM,2.63,False,"[('NONTERM', 'MONO'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]","['[NONTERM] MONO', '[NONTERM] OTHER', '[NONTERM] RECUR']"
1_148.bpl,LLM_Phase_Exp/4-nested-terminate/1_148.bpl,NONTERM,MONO,NONTERM,3.01,False,"[('NONTERM', 'MONO'), ('NONTERM', 'RECUR'), ('NONTERM', 'OTHER')]","['[NONTERM] MONO', '[NONTERM] RECUR', '[NONTERM] OTHER']"
1_36.bpl,LLM_Phase_Exp/4-nested-terminate/1_36.bpl,TERM,Single,TERM,2.53,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
2_72.bpl,LLM_Phase_Exp/4-nested-terminate/2_72.bpl,TERM,Single,TERM,3.09,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_Waldkirch.bpl,LLM_Phase_Exp/4-nested-terminate/1_Waldkirch.bpl,TERM,Single,TERM,2.69,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_PastaA6_false-no-overflow_true-termination.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaA6_false-no-overflow_true-termination.bpl,NONTERM,MONO,NONTERM,2.97,False,"[('NONTERM', 'MONO'), ('TERM', 'Single'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[TERM] Single', '[NONTERM] MONO']"
1_166.bpl,LLM_Phase_Exp/4-nested-terminate/1_166.bpl,TERM,Nested,TERM,6.81,False,"[('TERM', 'Nested'), ('TERM', 'Single'), ('TERM', 'Other')]","['[TERM] Nested', '[TERM] Single', ""[TERM] Other\n\nThe loop's behavior can be effectively captured through a complex ranking function that reflects both the decrement in x1 and the complex conditional updates on x0, x1, and x2. However, it cannot be determined by a simple single or nested ranking function directly due to the combined conditions and multiple state updates, suggesting a more elaborate ranking mechanism. The program is terminating, but proving it demands using complex or 'Other' type ranking functions beyond just single, nested, or multi-phase.""]"
1_PastaA4.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaA4.bpl,TERM,Single,TERM,2.78,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_52.bpl,LLM_Phase_Exp/4-nested-terminate/1_52.bpl,TERM,Single,TERM,2.92,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_WhileDecr.bpl,LLM_Phase_Exp/4-nested-terminate/1_WhileDecr.bpl,TERM,Single,TERM,2.64,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_PastaA5_false-no-overflow_true-termination.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaA5_false-no-overflow_true-termination.bpl,NONTERM,MONO,NONTERM,2.72,True,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] MONO']"
1_PastaB2.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaB2.bpl,TERM,Single,TERM,6.25,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
2_156.bpl,LLM_Phase_Exp/4-nested-terminate/2_156.bpl,TERM,Single,TERM,2.34,False,"[('TERM', 'Single'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[TERM] Single', '[NONTERM] MONO', '[NONTERM] MONO']"
1_PastaC7_false-no-overflow.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaC7_false-no-overflow.bpl,TERM,Single,TERM,4.92,False,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]","['[TERM] Single', '[NONTERM] RECUR', '[TERM] Single\n\nThe loop is terminating, and its termination can be proved with a Single ranking function, which in this case could be `k`. During each iteration of the loop, `k` is decremented (`k := k - 1`), which ensures that `k` is strictly decreasing. The condition `j <= k` prevents the loop from continuing once `k` becomes less than `j`, thereby ensuring termination.']"
1_PastaB4.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaB4.bpl,NONTERM,RECUR,NONTERM,3.54,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'OTHER')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[NONTERM] OTHER']"
1_1.bpl,LLM_Phase_Exp/4-nested-terminate/1_1.bpl,TERM,Single,TERM,4.19,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single\n\nThe termination of the program can be established using a single ranking function over the integers. The linear ranking function \\( f(x_1, x_2) = x_1 + x_2 - 1 \\) strictly decreases as the loop iterates. Therefore, in the context of integer values, the loop is terminating, and a single ranking function suffices to prove this.', '[TERM] Single', '[TERM] Single']"
1_168.bpl,LLM_Phase_Exp/4-nested-terminate/1_168.bpl,TERM,Single,TERM,3.15,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_a.09_assume_false-no-overflow.bpl,LLM_Phase_Exp/4-nested-terminate/1_a.09_assume_false-no-overflow.bpl,NONTERM,MONO,NONTERM,3.11,True,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] MONO']"
1_163.bpl,LLM_Phase_Exp/4-nested-terminate/1_163.bpl,NONTERM,OTHER,NONTERM,4.44,False,"[('NONTERM', 'OTHER'), ('TERM', 'Multi'), ('TERM', 'Single')]","['[NONTERM] OTHER', '[TERMINATING] Multi', '[TERM] Single\n\nThe loop can be shown to terminate using a single ranking function. Consider the function `f(x0, x1, x2) = x2`. In each iteration, `x2` is replaced by `x2*x2`, which is a strictly decrease for `x2 >= 1.0`. As a result, the ranking function `f` decreases, ensuring that the loop terminates.']"
1_152.bpl,LLM_Phase_Exp/4-nested-terminate/1_152.bpl,NONTERM,OTHER,NONTERM,3.6,False,"[('NONTERM', 'OTHER'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]","['[NONTERM] OTHER', '[NONTERM] RECUR', '[TERM] Single']"
1_57.bpl,LLM_Phase_Exp/4-nested-terminate/1_57.bpl,TERM,Single,TERM,2.49,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_132.bpl,LLM_Phase_Exp/4-nested-terminate/1_132.bpl,TERM,Single,TERM,2.69,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
2_b.03_assume.bpl,LLM_Phase_Exp/4-nested-terminate/2_b.03_assume.bpl,NONTERM,RECUR,NONTERM,2.75,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] RECUR', '[NONTERM] MONO', '[NONTERM] MONO']"
3_2.bpl,LLM_Phase_Exp/4-nested-terminate/3_2.bpl,NONTERM,MONO,NONTERM,2.72,False,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'RECUR')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] RECUR']"
1_b.03_assume.bpl,LLM_Phase_Exp/4-nested-terminate/1_b.03_assume.bpl,NONTERM,MONO,NONTERM,3.5,True,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]","['[NONTERM] MONO', '[NONTERM] MONO', '[NONTERM] MONO']"
1_153.bpl,LLM_Phase_Exp/4-nested-terminate/1_153.bpl,NONTERM,OTHER,NONTERM,2.71,False,"[('NONTERM', 'OTHER'), ('NONTERM', 'RECUR'), ('NONTERM', 'OTHER')]","['[NONTERM] OTHER', '[NONTERM] RECUR', '[NONTERM] OTHER']"
1_GulavaniGulwani-CAV2008-Fig1c.bpl,LLM_Phase_Exp/4-nested-terminate/1_GulavaniGulwani-CAV2008-Fig1c.bpl,TERM,Single,TERM,2.34,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_165.bpl,LLM_Phase_Exp/4-nested-terminate/1_165.bpl,NONTERM,RECUR,NONTERM,2.61,False,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'MONO')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[NONTERM] MONO']"
1_PastaB11_false-no-overflow_true-termination.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaB11_false-no-overflow_true-termination.bpl,TERM,Single,TERM,2.87,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_PastaB1.bpl,LLM_Phase_Exp/4-nested-terminate/1_PastaB1.bpl,TERM,Single,TERM,2.74,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_160.bpl,LLM_Phase_Exp/4-nested-terminate/1_160.bpl,TERM,Single,TERM,2.28,False,"[('TERM', 'Single'), ('TERM', 'Other'), ('NONTERM', 'OTHER')]","['[TERM] Single', '[TERM] Other', '[NONTERM] OTHER']"
2_ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl,LLM_Phase_Exp/4-nested-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl,NONTERM,RECUR,NONTERM,2.7,True,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]","['[NONTERM] RECUR', '[NONTERM] RECUR', '[NONTERM] RECUR']"
2_ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl,LLM_Phase_Exp/4-nested-terminate/2_ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl,NONTERM,MONO,NONTERM,2.69,False,"[('NONTERM', 'MONO'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]","['[NONTERM] MONO', '[NONTERM] RECUR', '[NONTERM] RECUR']"
1_58.bpl,LLM_Phase_Exp/4-nested-terminate/1_58.bpl,TERM,Single,TERM,2.58,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
2_66.bpl,LLM_Phase_Exp/4-nested-terminate/2_66.bpl,TERM,Multi,TERM,2.74,True,"[('TERM', 'Multi'), ('TERM', 'Multi'), ('TERM', 'Multi')]","['[TERM] Multi', '[TERM] Multi', '[TERM] Multi']"
1_29.bpl,LLM_Phase_Exp/4-nested-terminate/1_29.bpl,TERM,Single,TERM,2.77,False,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]","['[TERM] Single', '[NONTERM] RECUR', '[TERM] Single']"
1_127.bpl,LLM_Phase_Exp/4-nested-terminate/1_127.bpl,TERM,Single,TERM,2.26,True,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]","['[TERM] Single', '[TERM] Single', '[TERM] Single']"
1_161.bpl,LLM_Phase_Exp/4-nested-terminate/1_161.bpl,NONTERM,RECUR,NONTERM,2.68,False,"[('NONTERM', 'RECUR'), ('TERM', 'Other'), ('TERM', 'Single')]","['[NONTERM] RECUR', '[TERM] Other', '[TERM] Single']"
